,rec_source,data_provider,country_name,country_iso_code,validity_date,attribute,value,unit
60,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,East Asia & Pacific (excluding high income),EAP,1960,"GDP, PPP (current international $)",,current US$
61,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Early-demographic dividend,EAR,1960,"GDP, PPP (current international $)",,current US$
62,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,East Asia & Pacific,EAS,1960,"GDP, PPP (current international $)",,current US$
63,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Europe & Central Asia (excluding high income),ECA,1960,"GDP, PPP (current international $)",,current US$
64,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Europe & Central Asia,ECS,1960,"GDP, PPP (current international $)",,current US$
65,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Ecuador,ECU,1960,"GDP, PPP (current international $)",,current US$
66,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,"Egypt, Arab Rep.",EGY,1960,"GDP, PPP (current international $)",,current US$
67,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Euro area,EMU,1960,"GDP, PPP (current international $)",,current US$
68,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Eritrea,ERI,1960,"GDP, PPP (current international $)",,current US$
69,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Spain,ESP,1960,"GDP, PPP (current international $)",,current US$
70,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Estonia,EST,1960,"GDP, PPP (current international $)",,current US$
71,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Ethiopia,ETH,1960,"GDP, PPP (current international $)",,current US$
72,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,European Union,EUU,1960,"GDP, PPP (current international $)",,current US$
73,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Fragile and conflict affected situations,FCS,1960,"GDP, PPP (current international $)",,current US$
74,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Finland,FIN,1960,"GDP, PPP (current international $)",,current US$
75,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Fiji,FJI,1960,"GDP, PPP (current international $)",,current US$
76,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,France,FRA,1960,"GDP, PPP (current international $)",,current US$
77,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Faroe Islands,FRO,1960,"GDP, PPP (current international $)",,current US$
78,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,"Micronesia, Fed. Sts.",FSM,1960,"GDP, PPP (current international $)",,current US$
79,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Gabon,GAB,1960,"GDP, PPP (current international $)",,current US$
80,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,United Kingdom,GBR,1960,"GDP, PPP (current international $)",,current US$
81,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Georgia,GEO,1960,"GDP, PPP (current international $)",,current US$
82,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Ghana,GHA,1960,"GDP, PPP (current international $)",,current US$
83,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Gibraltar,GIB,1960,"GDP, PPP (current international $)",,current US$
84,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Guinea,GIN,1960,"GDP, PPP (current international $)",,current US$
85,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,"Gambia, The",GMB,1960,"GDP, PPP (current international $)",,current US$
86,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Guinea-Bissau,GNB,1960,"GDP, PPP (current international $)",,current US$
87,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Equatorial Guinea,GNQ,1960,"GDP, PPP (current international $)",,current US$
88,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Greece,GRC,1960,"GDP, PPP (current international $)",,current US$
89,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Grenada,GRD,1960,"GDP, PPP (current international $)",,current US$
90,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Greenland,GRL,1960,"GDP, PPP (current international $)",,current US$
91,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Guatemala,GTM,1960,"GDP, PPP (current international $)",,current US$
92,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Guam,GUM,1960,"GDP, PPP (current international $)",,current US$
93,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Guyana,GUY,1960,"GDP, PPP (current international $)",,current US$
94,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,High income,HIC,1960,"GDP, PPP (current international $)",,current US$
95,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,"Hong Kong SAR, China",HKG,1960,"GDP, PPP (current international $)",,current US$
96,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Honduras,HND,1960,"GDP, PPP (current international $)",,current US$
97,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Heavily indebted poor countries (HIPC),HPC,1960,"GDP, PPP (current international $)",,current US$
98,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Croatia,HRV,1960,"GDP, PPP (current international $)",,current US$
99,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Haiti,HTI,1960,"GDP, PPP (current international $)",,current US$
100,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Hungary,HUN,1960,"GDP, PPP (current international $)",,current US$
101,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,IBRD only,IBD,1960,"GDP, PPP (current international $)",,current US$
102,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,IDA & IBRD total,IBT,1960,"GDP, PPP (current international $)",,current US$
103,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,IDA total,IDA,1960,"GDP, PPP (current international $)",,current US$
104,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,IDA blend,IDB,1960,"GDP, PPP (current international $)",,current US$
105,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Indonesia,IDN,1960,"GDP, PPP (current international $)",,current US$
106,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,IDA only,IDX,1960,"GDP, PPP (current international $)",,current US$
107,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Isle of Man,IMN,1960,"GDP, PPP (current international $)",,current US$
108,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,India,IND,1960,"GDP, PPP (current international $)",,current US$
109,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Not classified,INX,1960,"GDP, PPP (current international $)",,current US$
110,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Ireland,IRL,1960,"GDP, PPP (current international $)",,current US$
111,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,"Iran, Islamic Rep.",IRN,1960,"GDP, PPP (current international $)",,current US$
112,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Iraq,IRQ,1960,"GDP, PPP (current international $)",,current US$
113,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Iceland,ISL,1960,"GDP, PPP (current international $)",,current US$
114,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Israel,ISR,1960,"GDP, PPP (current international $)",,current US$
115,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Italy,ITA,1960,"GDP, PPP (current international $)",,current US$
116,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Jamaica,JAM,1960,"GDP, PPP (current international $)",,current US$
117,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Jordan,JOR,1960,"GDP, PPP (current international $)",,current US$
118,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Japan,JPN,1960,"GDP, PPP (current international $)",,current US$
119,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Kazakhstan,KAZ,1960,"GDP, PPP (current international $)",,current US$
120,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Kenya,KEN,1960,"GDP, PPP (current international $)",,current US$
121,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Kyrgyz Republic,KGZ,1960,"GDP, PPP (current international $)",,current US$
122,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Cambodia,KHM,1960,"GDP, PPP (current international $)",,current US$
123,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Kiribati,KIR,1960,"GDP, PPP (current international $)",,current US$
124,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,St. Kitts and Nevis,KNA,1960,"GDP, PPP (current international $)",,current US$
125,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,"Korea, Rep.",KOR,1960,"GDP, PPP (current international $)",,current US$
126,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Kuwait,KWT,1960,"GDP, PPP (current international $)",,current US$
127,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Latin America & Caribbean (excluding high income),LAC,1960,"GDP, PPP (current international $)",,current US$
128,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Lao PDR,LAO,1960,"GDP, PPP (current international $)",,current US$
129,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Lebanon,LBN,1960,"GDP, PPP (current international $)",,current US$
130,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Liberia,LBR,1960,"GDP, PPP (current international $)",,current US$
131,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Libya,LBY,1960,"GDP, PPP (current international $)",,current US$
132,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,St. Lucia,LCA,1960,"GDP, PPP (current international $)",,current US$
133,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Latin America & Caribbean,LCN,1960,"GDP, PPP (current international $)",,current US$
134,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Least developed countries: UN classification,LDC,1960,"GDP, PPP (current international $)",,current US$
135,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Low income,LIC,1960,"GDP, PPP (current international $)",,current US$
136,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Liechtenstein,LIE,1960,"GDP, PPP (current international $)",,current US$
137,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Sri Lanka,LKA,1960,"GDP, PPP (current international $)",,current US$
138,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Lower middle income,LMC,1960,"GDP, PPP (current international $)",,current US$
139,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Low & middle income,LMY,1960,"GDP, PPP (current international $)",,current US$
140,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Lesotho,LSO,1960,"GDP, PPP (current international $)",,current US$
141,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Late-demographic dividend,LTE,1960,"GDP, PPP (current international $)",,current US$
142,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Lithuania,LTU,1960,"GDP, PPP (current international $)",,current US$
143,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Luxembourg,LUX,1960,"GDP, PPP (current international $)",,current US$
144,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Latvia,LVA,1960,"GDP, PPP (current international $)",,current US$
145,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,"Macao SAR, China",MAC,1960,"GDP, PPP (current international $)",,current US$
146,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,St. Martin (French part),MAF,1960,"GDP, PPP (current international $)",,current US$
147,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Morocco,MAR,1960,"GDP, PPP (current international $)",,current US$
148,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Monaco,MCO,1960,"GDP, PPP (current international $)",,current US$
149,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Moldova,MDA,1960,"GDP, PPP (current international $)",,current US$
150,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Madagascar,MDG,1960,"GDP, PPP (current international $)",,current US$
151,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Maldives,MDV,1960,"GDP, PPP (current international $)",,current US$
152,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Middle East & North Africa,MEA,1960,"GDP, PPP (current international $)",,current US$
153,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Mexico,MEX,1960,"GDP, PPP (current international $)",,current US$
154,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Marshall Islands,MHL,1960,"GDP, PPP (current international $)",,current US$
155,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Middle income,MIC,1960,"GDP, PPP (current international $)",,current US$
156,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,North Macedonia,MKD,1960,"GDP, PPP (current international $)",,current US$
157,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Mali,MLI,1960,"GDP, PPP (current international $)",,current US$
158,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Malta,MLT,1960,"GDP, PPP (current international $)",,current US$
159,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Myanmar,MMR,1960,"GDP, PPP (current international $)",,current US$
160,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Middle East & North Africa (excluding high income),MNA,1960,"GDP, PPP (current international $)",,current US$
161,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Montenegro,MNE,1960,"GDP, PPP (current international $)",,current US$
162,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Mongolia,MNG,1960,"GDP, PPP (current international $)",,current US$
163,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Northern Mariana Islands,MNP,1960,"GDP, PPP (current international $)",,current US$
164,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Mozambique,MOZ,1960,"GDP, PPP (current international $)",,current US$
165,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Mauritania,MRT,1960,"GDP, PPP (current international $)",,current US$
166,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Mauritius,MUS,1960,"GDP, PPP (current international $)",,current US$
167,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Malawi,MWI,1960,"GDP, PPP (current international $)",,current US$
168,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Malaysia,MYS,1960,"GDP, PPP (current international $)",,current US$
169,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,North America,NAC,1960,"GDP, PPP (current international $)",,current US$
170,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Namibia,NAM,1960,"GDP, PPP (current international $)",,current US$
171,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,New Caledonia,NCL,1960,"GDP, PPP (current international $)",,current US$
172,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Niger,NER,1960,"GDP, PPP (current international $)",,current US$
173,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Nigeria,NGA,1960,"GDP, PPP (current international $)",,current US$
174,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Nicaragua,NIC,1960,"GDP, PPP (current international $)",,current US$
175,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Netherlands,NLD,1960,"GDP, PPP (current international $)",,current US$
176,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Norway,NOR,1960,"GDP, PPP (current international $)",,current US$
177,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Nepal,NPL,1960,"GDP, PPP (current international $)",,current US$
178,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Nauru,NRU,1960,"GDP, PPP (current international $)",,current US$
179,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,New Zealand,NZL,1960,"GDP, PPP (current international $)",,current US$
180,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,OECD members,OED,1960,"GDP, PPP (current international $)",,current US$
181,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Oman,OMN,1960,"GDP, PPP (current international $)",,current US$
182,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Other small states,OSS,1960,"GDP, PPP (current international $)",,current US$
183,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Pakistan,PAK,1960,"GDP, PPP (current international $)",,current US$
184,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Panama,PAN,1960,"GDP, PPP (current international $)",,current US$
185,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Peru,PER,1960,"GDP, PPP (current international $)",,current US$
186,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Philippines,PHL,1960,"GDP, PPP (current international $)",,current US$
187,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Palau,PLW,1960,"GDP, PPP (current international $)",,current US$
188,API_NY.GDP.MKTP.PP.CD_DS2_en_csv_v2.csv,WDI,Papua New Guinea,PNG,1960,"GDP, PPP (current international $)",,current US$
